This Filename: ,Regneration_Inventory_Post-Logging_MT 2004.xls,,
Date Created:,,,
Team ID:,ND-11,,


Data contact,Carlos Passos,,
Data were collected in a one time inventory done in January 2004,,,



Column,Column headings,Units,Descriptions
1,ID_number,,Each tree measured within a study sub-plot was given a unique id number
5,Jan-04,Canela-de-cutia,Diplokeleba floribunda N. E. Br,Sapindaceae,tree,H,34,RILVI,54.5,14,17,C,C,None
6,Jan-04,Amescla-aroeira,Protium heptaphyllum,Burseraceae,tree,H,34,RILVI,78.5,10,17.5,C,B,None
7,Jan-04,Amescla-aroeira,Protium heptaphyllum,Burseraceae,tree,H,34,RILVI,38.5,8,16,D,B,None
8,Jan-04,Not identified,Not provided,Not provided,Not provided,H,34,RILVI,54,18,20,B,B,None
9,Jan-04,Not identified,Not provided,Not provided,Not provided,H,34,RILVI,44,10,11,D,C,broken off
10,Jan-04,Amescla-aroeira,Protium heptaphyllum,Burseraceae,tree,H,34,RILVI,55,12,17.5,C,B,None
11,Jan-04,Itauba,Mezilaurus itauba (Meisn.) Taub. Ex Mez,Lauraceae,tree,H,34,RILVI,37,17,21,B,B,None
12,Jan-04,Cega-corrente,Not provided,Moraceae,tree,H,34,RILVI,52.5,5.5,15.5,D,C,fallen
1,Jan-04,Louro,Ocotea sp,Lauraceae,tree,H ,35,RILVI,46,20,2,B,A,None
2,Jan-04,Amescla-aroeira,Protium heptaphyllum,Burseraceae,tree,H ,35,RILVI,83.5,14,20,B,A,None
3,Jan-04,Amescla-aroeira,Protium heptaphyllum,Burseraceae,tree,H ,35,RILVI,59.5,13,18.5,C,A,None
4,Jan-04,Roxinho,Peltogyne sp,Caesalpinaceae,tree,H ,35,RILVI,185,9,26,A,A,None
5,Jan-04,Cega-corrente,Not provided,Moraceae,tree,H ,35,RILVI,38,13,18,C,A,None
6,Jan-04,Ucuuba-de-sangue,Virola sp,Myristicaceae,tree,H ,35,RILVI,43,17,21,C,A,None
7,Jan-04,Cachimbeiro,Couratari sp,Lecythidaceae,tree,H ,35,RILVI,40.5,18,22,C,A,None
8,Jan-04,Cacau-liso,Theobroma sp,Sterculiaceae,tree,H ,35,RILVI,33.5,9,15,D,B,None
9,Jan-04,Not identified,Not provided,Not provided,Not provided,H ,35,RILVI,52,16,20,C,B,bifurcated stem
10,Jan-04,Bacuri,Synphonia sp,Clusiaceae,tree,H ,35,RILVI,46,20,24,B,B,None
11,Jan-04,Farinha-seca,Albizia hasslerri (Chodat) Burkart.,Mimosaceae,tree,H ,35,RILVI,40.5,9.5,14,D,B,None
12,Jan-04,Figueira-rosa,Ficus sp,Moraceae,tree,H ,35,RILVI,115,19,21,B,B,None
13,Jan-04,Imbauba-mapati,Pourouma cecropiifolia Mart.,Cecropiaceae,tree,H ,35,RILVI,72,5.5,18,C,C,None
14,Jan-04,Cega-corrente,Not provided,Moraceae,tree,H ,35,RILVI,43,20,23,B,A,None
15,Jan-04,Cega-corrente,Not provided,Moraceae,tree,H ,35,RILVI,65,24,26,A,A,None
16,Jan-04,Abiurana,Pouteria sp,Sapotaceae,tree,H ,35,RILVI,34.5,13,17,D,A,None
17,Jan-04,Not identified,Not provided,Not provided,Not provided,H ,35,RILVI,46.5,17,21,C,B,None
18,Jan-04,Figueira-rosa,Ficus sp,Moraceae,tree,H ,35,RILVI,135,17,23,B,A,None
19,Jan-04,Not identified,Not provided,Not provided,Not provided,H ,35,RILVI,34.5,13,16,D,D,None
20,Jan-04,Canelao,Nectandra robusta Loefl.,Lauraceae,tree,H ,35,RILVI,46.5,12.5,17,C,B,None
21,Jan-04,Amescla-aroeira,Protium heptaphyllum,Burseraceae,tree,H ,35,RILVI,36,11,16.5,D,B,None
22,Jan-04,Amescla-aroeira,Protium heptaphyllum,Burseraceae,tree,H ,35,RILVI,34.5,9,14,D,A,None
23,Jan-04,Amescla-aroeira,Protium heptaphyllum,Burseraceae,tree,H ,35,RILVI,39,10,18,D,B,None
24,Jan-04,Amescla-aroeira,Protium heptaphyllum,Burseraceae,tree,H ,35,RILVI,54.5,14,19,D,A,None
25,Jan-04,Amescla-aroeira,Protium heptaphyllum,Burseraceae,tree,H ,35,RILVI,94,11.5,19,B,B,None
26,Jan-04,Not identified,Not provided,Not provided,Not provided,H ,35,RILVI,58,11,18,C,A,None
27,Jan-04,Amescla-aroeira,Protium heptaphyllum,Burseraceae,tree,H ,35,RILVI,58.5,12,17,C,B,None
1,Jan-04,Inaja,Maximiliana maripa (Aubl.) Drude,Arecaceae,palm,I,6,RILVR,170,4,12,D,A,None
1,Jan-04,Ipe-roxo,Tabebuia vellosoi Toledo,Bignoniaceae,tree,I,7,RILVR,51,20,24,C,A,None
2,Jan-04,Amescla-aroeira,Protium heptaphyllum,Burseraceae,tree,I,7,RILVR,51,7.5,17,D,A,None
3,Jan-04,Not identified,Not provided,Not provided,Not provided,I,7,RILVR,220,25,30,A,A,None
4,Jan-04,Paxiuba,Iriartea delvidea Ruiz & Pav.,Arecaceae,palm,I,7,RILVR,83,20,24,B,A,None
5,Jan-04,Cupui,Theobroma sp,Sterculiaceae,tree,I,7,RILVR,71,16,22,D,D,None
6,Jan-04,Ucuuba-de-sangue,Virola sp,Myristicaceae,tree,I,7,RILVR,54,15,20,D,A,None
7,Jan-04,Farinha-seca,Albizia hasslerri (Chodat) Burkart.,Mimosaceae,tree,I,7,RILVR,35,5,11,D,B,None
8,Jan-04,Parica/pinho-cuiabano,Schizolubium amazonicum (Huber) Ducke,Caesalpinaceae,tree,I,7,RILVR,305,24,30,A,B,None
9,Jan-04,Not identified,Not provided,Not provided,Not provided,I,7,RILVR,58,5.5,14,D,A,None
10,Jan-04,Amescla-aroeira,Protium heptaphyllum,Burseraceae,tree,I,7,RILVR,132,6,25,B,A,bifurcated stem
11,Jan-04,Imbauba-mapati,Pourouma cecropiifolia Mart.,Cecropiaceae,tree,I,7,RILVR,104,25,30,A,A,None
